record_id,production_date,plant,production_line,machine_id,shift,product_code,produced_quantity,good_quantity,scrap_quantity,downtime_minutes,planned_minutes,cycle_time_seconds
PR-2026-000715,2026-03-01,Plant-01,Line-B,MC-201,Day,PRD-C300,6851,6763,88,27,480,3.7
PR-2026-000716,2026-03-01,Plant-01,Line-B,MC-201,Evening,PRD-C300,7083,6814,269,27,480,3.37
PR-2026-000717,2026-03-01,Plant-01,Line-B,MC-201,Night,PRD-C300,7159,7120,39,14,480,3.5
PR-2026-000718,2026-03-01,Plant-01,Line-B,MC-202,Day,PRD-D400,2742,2728,14,38,480,8.48
PR-2026-000719,2026-03-01,Plant-01,Line-B,MC-202,Evening,PRD-D400,3058,3004,54,34,480,8.3
PR-2026-000720,2026-03-01,Plant-01,Line-B,MC-202,Night,PRD-D400,3352,3287,65,0,480,7.76
PR-2026-000721,2026-03-02,Plant-01,Line-A,MC-101,Day,PRD-A100,4821,4799,22,40,480,4.79
PR-2026-000722,2026-03-02,Plant-01,Line-A,MC-101,Evening,PRD-A100,5169,5012,157,22,480,4.97
PR-2026-000723,2026-03-02,Plant-01,Line-A,MC-101,Night,PRD-A100,4695,4537,158,52,480,5.03
PR-2026-000724,2026-03-02,Plant-01,Line-A,MC-102,Day,PRD-B200,3758,3666,92,45,480,6.5
PR-2026-000725,2026-03-02,Plant-01,Line-A,MC-102,Evening,PRD-B200,4261,4217,44,28,480,5.96
PR-2026-000726,2026-03-02,Plant-01,Line-A,MC-102,Night,PRD-B200,3416,3400,16,56,480,6.51
PR-2026-000727,2026-03-02,Plant-01,Line-B,MC-201,Day,PRD-C300,6717,6688,29,14,480,3.69
PR-2026-000728,2026-03-02,Plant-01,Line-B,MC-201,Evening,PRD-C300,7554,7459,95,12,480,3.59
PR-2026-000729,2026-03-02,Plant-01,Line-B,MC-201,Night,PRD-C300,7162,7100,62,7,480,3.48
PR-2026-000730,2026-03-02,Plant-01,Line-B,MC-202,Day,PRD-D400,3117,3092,25,47,480,8
PR-2026-000731,2026-03-02,Plant-01,Line-B,MC-202,Evening,PRD-D400,3126,3108,18,33,480,8.15
PR-2026-000732,2026-03-02,Plant-01,Line-B,MC-202,Night,PRD-D400,2700,2679,21,43,480,8.33
PR-2026-000733,2026-03-03,Plant-01,Line-A,MC-101,Day,PRD-A100,5037,4904,133,3,480,4.78
PR-2026-000734,2026-03-03,Plant-01,Line-A,MC-101,Evening,PRD-A100,4784,4732,52,45,480,4.92
PR-2026-000735,2026-03-03,Plant-01,Line-A,MC-101,Night,PRD-A100,4812,4778,34,59,480,4.64
PR-2026-000736,2026-03-03,Plant-01,Line-A,MC-102,Day,PRD-B200,4021,3913,108,1,480,6.49
PR-2026-000737,2026-03-03,Plant-01,Line-A,MC-102,Evening,PRD-B200,3902,3783,119,15,480,6.12
PR-2026-000738,2026-03-03,Plant-01,Line-A,MC-102,Night,PRD-B200,3629,3587,42,48,480,6.11
PR-2026-000739,2026-03-03,Plant-01,Line-B,MC-201,Day,PRD-C300,7856,7607,249,10,480,3.37
PR-2026-000740,2026-03-03,Plant-01,Line-B,MC-201,Evening,PRD-C300,6686,6446,240,21,480,3.63
PR-2026-000741,2026-03-03,Plant-01,Line-B,MC-201,Night,PRD-C300,7069,6910,159,31,480,3.37
PR-2026-000742,2026-03-03,Plant-01,Line-B,MC-202,Day,PRD-D400,3203,3143,60,14,480,8.14
PR-2026-000743,2026-03-03,Plant-01,Line-B,MC-202,Evening,PRD-D400,2785,2679,106,60,480,7.99
PR-2026-000744,2026-03-03,Plant-01,Line-B,MC-202,Night,PRD-D400,3074,3045,29,35,480,8.3
PR-2026-000745,2026-03-04,Plant-01,Line-A,MC-101,Day,PRD-A100,5094,4961,133,36,480,4.7
PR-2026-000746,2026-03-04,Plant-01,Line-A,MC-101,Evening,PRD-A100,5392,5365,27,29,480,4.74
PR-2026-000747,2026-03-04,Plant-01,Line-A,MC-101,Night,PRD-A100,5012,4991,21,5,480,4.8
PR-2026-000748,2026-03-04,Plant-01,Line-A,MC-102,Day,PRD-B200,3848,3740,108,5,480,6.25
PR-2026-000749,2026-03-04,Plant-01,Line-A,MC-102,Evening,PRD-B200,4092,4052,40,23,480,6.43
PR-2026-000750,2026-03-04,Plant-01,Line-A,MC-102,Night,PRD-B200,3611,3493,118,58,480,6.52
PR-2026-000751,2026-03-04,Plant-01,Line-B,MC-201,Day,PRD-C300,6243,6026,217,54,480,3.51
PR-2026-000752,2026-03-04,Plant-01,Line-B,MC-201,Evening,PRD-C300,6318,6277,41,62,480,3.63
PR-2026-000753,2026-03-04,Plant-01,Line-B,MC-201,Night,PRD-C300,6163,6085,78,64,480,3.44
PR-2026-000754,2026-03-04,Plant-01,Line-B,MC-202,Day,PRD-D400,3026,2963,63,18,480,7.81
PR-2026-000755,2026-03-04,Plant-01,Line-B,MC-202,Evening,PRD-D400,3126,3018,108,4,480,8.41
PR-2026-000756,2026-03-04,Plant-01,Line-B,MC-202,Night,PRD-D400,2756,2742,14,22,480,8.46
PR-2026-000757,2026-03-05,Plant-01,Line-A,MC-101,Day,PRD-A100,5187,4992,195,11,480,4.8
PR-2026-000758,2026-03-05,Plant-01,Line-A,MC-101,Evening,PRD-A100,5183,5090,93,8,480,4.84
PR-2026-000759,2026-03-05,Plant-01,Line-A,MC-101,Night,PRD-A100,5353,5211,142,22,480,4.89
PR-2026-000760,2026-03-05,Plant-01,Line-A,MC-102,Day,PRD-B200,3916,3868,48,25,480,6.34
PR-2026-000761,2026-03-05,Plant-01,Line-A,MC-102,Evening,PRD-B200,3620,3489,131,59,480,6.18
PR-2026-000762,2026-03-05,Plant-01,Line-A,MC-102,Night,PRD-B200,3745,3723,22,50,480,6.47
PR-2026-000763,2026-03-05,Plant-01,Line-B,MC-201,Day,PRD-C300,6233,6160,73,62,480,3.53
PR-2026-000764,2026-03-05,Plant-01,Line-B,MC-201,Evening,PRD-C300,6899,6649,250,29,480,3.39
PR-2026-000765,2026-03-05,Plant-01,Line-B,MC-201,Night,PRD-C300,7118,6988,130,3,480,3.51
PR-2026-000766,2026-03-05,Plant-01,Line-B,MC-202,Day,PRD-D400,2964,2916,48,15,480,8.32
PR-2026-000767,2026-03-05,Plant-01,Line-B,MC-202,Evening,PRD-D400,2848,2778,70,45,480,7.96
PR-2026-000768,2026-03-05,Plant-01,Line-B,MC-202,Night,PRD-D400,2993,2940,53,18,480,8.25
PR-2026-000769,2026-03-06,Plant-01,Line-A,MC-101,Day,PRD-A100,4719,4588,131,60,480,4.82
PR-2026-000770,2026-03-06,Plant-01,Line-A,MC-101,Evening,PRD-A100,4296,4136,160,58,480,4.99
PR-2026-000771,2026-03-06,Plant-01,Line-A,MC-101,Night,PRD-A100,5566,5442,124,19,480,4.65
PR-2026-000772,2026-03-06,Plant-01,Line-A,MC-102,Day,PRD-B200,4096,3964,132,42,480,5.98
PR-2026-000773,2026-03-06,Plant-01,Line-A,MC-102,Evening,PRD-B200,unknown,3675,70,60,480,6.42
PR-2026-000774,2026-03-06,Plant-01,Line-A,MC-102,Night,PRD-B200,3849,3777,72,30,480,6.14
PR-2026-000775,2026-03-06,Plant-01,Line-B,MC-201,Day,PRD-C300,7319,7217,102,27,480,3.54
PR-2026-000776,2026-03-06,Plant-01,Line-B,MC-201,Evening,PRD-C300,7224,7154,70,40,480,3.52
PR-2026-000777,2026-03-06,Plant-01,Line-B,MC-201,Night,PRD-C300,7181,6907,274,29,480,3.51
PR-2026-000778,2026-03-06,Plant-01,Line-B,MC-202,Day,PRD-D400,3283,3178,105,20,480,7.91
PR-2026-000779,2026-03-06,Plant-01,Line-B,MC-202,Evening,PRD-D400,2796,2754,42,48,480,7.91
PR-2026-000780,2026-03-06,Plant-01,Line-B,MC-202,Night,PRD-D400,3144,3101,43,27,480,7.91
PR-2026-000781,2026-03-07,Plant-01,Line-A,MC-101,Day,PRD-A100,4843,4768,75,41,480,4.75
PR-2026-000782,2026-03-07,Plant-01,Line-A,MC-101,Evening,PRD-A100,5499,5438,61,31,480,4.66
PR-2026-000783,2026-03-07,Plant-01,Line-A,MC-101,Night,PRD-A100,4838,4781,57,29,480,5.02
PR-2026-000784,2026-03-07,Plant-01,Line-A,MC-102,Day,PRD-B200,3833,3816,17,28,480,6.3
PR-2026-000785,2026-03-07,Plant-01,Line-A,MC-102,Evening,PRD-B200,4014,3937,77,23,480,6.21
PR-2026-000786,2026-03-07,Plant-01,Line-A,MC-102,Night,PRD-B200,4124,4053,71,5,480,6.41
PR-2026-000787,2026-03-07,Plant-01,Line-B,MC-201,Day,PRD-C300,6946,6885,61,12,480,3.68
PR-2026-000788,2026-03-07,Plant-01,Line-B,MC-201,Evening,PRD-C300,6953,6863,90,1,480,3.64
PR-2026-000789,2026-03-07,Plant-01,Line-B,MC-201,Night,PRD-C300,6202,6164,38,57,480,3.64
PR-2026-000790,2026-03-07,Plant-01,Line-B,MC-202,Day,PRD-D400,3044,2983,61,45,480,7.69
PR-2026-000791,2026-03-07,Plant-01,Line-B,MC-202,Evening,PRD-D400,3321,3246,75,2,480,8.01
PR-2026-000792,2026-03-07,Plant-01,Line-B,MC-202,Night,PRD-D400,3099,3049,50,5,480,8.01
PR-2026-000793,2026-03-08,Plant-01,Line-A,MC-101,Day,PRD-A100,5132,5024,108,52,480,4.64
PR-2026-000794,2026-03-08,Plant-01,Line-A,MC-101,Evening,PRD-A100,4375,4319,56,52,480,5.04
PR-2026-000795,2026-03-08,Plant-01,Line-A,MC-101,Night,PRD-A100,4689,4549,140,27,480,4.93
PR-2026-000796,2026-03-08,Plant-01,Line-A,MC-102,Day,PRD-B200,4238,4079,159,6,480,6.28
PR-2026-000797,2026-03-08,Plant-01,Line-A,MC-102,Evening,PRD-B200,4181,4134,47,12,480,6.08
PR-2026-000798,2026-03-08,Plant-01,Line-A,MC-102,Night,PRD-B200,3779,3711,68,41,480,6.09
PR-2026-000799,2026-03-08,Plant-01,Line-B,MC-201,Day,PRD-C300,6349,6267,82,59,480,3.44
PR-2026-000800,2026-03-08,Plant-01,Line-B,MC-201,Evening,PRD-C300,7219,6959,260,1,480,3.64
PR-2026-000801,2026-03-08,Plant-01,Line-B,MC-201,Night,PRD-C300,6678,6477,201,57,480,3.41
PR-2026-000802,2026-03-08,Plant-01,Line-B,MC-202,Day,PRD-D400,2895,2880,15,31,480,8.43
PR-2026-000803,2026-03-08,Plant-01,Line-B,MC-202,Evening,PRD-D400,2958,2882,76,28,480,8.36
PR-2026-000804,2026-03-08,Plant-01,Line-B,MC-202,Night,PRD-D400,2905,2886,19,48,480,8.46
PR-2026-000805,2026-03-09,Plant-01,Line-A,MC-101,Day,PRD-A100,4540,4371,169,48,480,4.8
PR-2026-000806,2026-03-09,Plant-01,Line-A,MC-101,Evening,PRD-A100,4650,4566,84,60,480,4.99
PR-2026-000807,2026-03-09,Plant-01,Line-A,MC-101,Night,PRD-A100,4699,4661,38,59,480,4.66
PR-2026-000808,2026-03-09,Plant-01,Line-A,MC-102,Day,PRD-B200,3712,3604,108,33,480,6.23
PR-2026-000809,2026-03-09,Plant-01,Line-A,MC-102,Evening,PRD-B200,3810,3746,64,12,480,6.2
PR-2026-000810,2026-03-09,Plant-01,Line-A,MC-102,Night,PRD-B200,3807,3767,40,58,480,6.02
PR-2026-000811,2026-03-09,Plant-01,Line-B,MC-201,Day,PRD-C300,7422,7259,163,46,480,3.38
PR-2026-000812,2026-03-09,Plant-01,Line-B,MC-201,Evening,PRD-C300,7246,7187,59,13,480,3.67
PR-2026-000813,2026-03-09,Plant-01,Line-B,MC-201,Night,PRD-C300,7161,7100,61,60,480,3.38
PR-2026-000814,2026-03-09,Plant-01,Line-B,MC-202,Day,PRD-D400,2848,2756,92,53,480,7.69
PR-2026-000815,2026-03-09,Plant-01,Line-B,MC-202,Evening,PRD-D400,3131,3047,84,30,480,7.75
PR-2026-000816,2026-03-09,Plant-01,Line-B,MC-202,Night,PRD-D400,3196,3148,48,1,480,8.12
PR-2026-000817,2026-03-10,Plant-01,Line-A,MC-101,Day,PRD-A100,4941,4811,130,48,480,4.96
PR-2026-000818,2026-03-10,Plant-01,Line-A,MC-101,Evening,PRD-A100,4671,4505,166,31,480,5.04
PR-2026-000819,2026-03-10,Plant-01,Line-A,MC-101,Night,PRD-A100,4789,4674,115,42,480,5.09
PR-2026-000820,2026-03-10,Plant-01,Line-A,MC-102,Day,PRD-B200,4102,4017,85,8,480,6.12
PR-2026-000821,2026-03-10,Plant-01,Line-A,MC-102,Evening,PRD-B200,4122,4014,108,31,480,6.31
PR-2026-000822,2026-03-10,Plant-01,Line-A,MC-102,Night,PRD-B200,3494,3444,50,35,480,6.51
PR-2026-000823,2026-03-10,Plant-01,Line-B,MC-201,Day,PRD-C300,6584,6333,251,25,480,3.53
PR-2026-000824,2026-03-10,Plant-01,Line-B,MC-201,Evening,PRD-C300,6334,6175,159,50,480,3.52
PR-2026-000825,2026-03-10,Plant-01,Line-B,MC-201,Night,PRD-C300,7557,7336,221,6,480,3.53
PR-2026-000826,2026-03-10,Plant-01,Line-B,MC-202,Day,PRD-D400,3305,3232,73,1,480,8.38
PR-2026-000827,2026-03-10,Plant-01,Line-B,MC-202,Evening,PRD-D400,2774,2691,83,29,480,8.42
PR-2026-000828,2026-03-10,Plant-01,Line-B,MC-202,Night,PRD-D400,2661,2631,30,56,480,8.18
PR-2026-000829,2026-03-11,Plant-01,Line-A,MC-101,Day,PRD-A100,5164,5120,44,36,480,4.95
PR-2026-000830,2026-03-11,Plant-01,Line-A,MC-101,Evening,PRD-A100,5056,4910,146,20,480,4.66
PR-2026-000831,2026-03-11,Plant-01,Line-A,MC-101,Night,PRD-A100,5141,4965,176,60,480,4.69
PR-2026-000832,2026-03-11,Plant-01,Line-A,MC-102,Day,PRD-B200,3885,3817,68,53,480,5.97
PR-2026-000833,2026-03-11,Plant-01,Line-A,MC-102,Evening,PRD-B200,3826,3799,27,33,480,6.08
PR-2026-000834,2026-03-11,Plant-01,Line-A,MC-102,Night,PRD-B200,3886,3751,135,39,480,5.97
PR-2026-000835,2026-03-11,Plant-01,Line-B,MC-201,Day,PRD-C300,7012,6797,215,27,480,3.58
PR-2026-000836,2026-03-11,Plant-01,Line-B,MC-201,Evening,PRD-C300,6728,6664,64,44,480,3.56
PR-2026-000837,2026-03-11,Plant-01,Line-B,MC-201,Night,PRD-C300,7386,7206,180,39,480,3.4
PR-2026-000838,2026-03-11,Plant-01,Line-B,MC-202,Day,PRD-D400,2796,2730,66,52,480,8.03
PR-2026-000839,2026-03-11,Plant-01,Line-B,MC-202,Evening,PRD-D400,3187,3173,14,17,480,7.86
PR-2026-000840,2026-03-11,Plant-01,Line-B,MC-202,Night,PRD-D400,3161,3087,74,17,480,8.43
PR-2026-000841,2026-03-12,Plant-01,Line-A,MC-101,Day,PRD-A100,5373,5203,170,18,480,4.94
PR-2026-000842,2026-03-12,Plant-01,Line-A,MC-101,Evening,PRD-A100,4929,4836,93,47,480,4.64
PR-2026-000843,2026-03-12,Plant-01,Line-A,MC-101,Night,PRD-A100,5037,4968,69,27,480,5.04
PR-2026-000844,2026-03-12,Plant-01,Line-A,MC-102,Day,PRD-B200,4004,3955,49,2,480,6.34
PR-2026-000845,2026-03-12,Plant-01,Line-A,MC-102,Evening,PRD-B200,4510,4371,139,2,480,6.13
PR-2026-000846,2026-03-12,Plant-01,Line-A,MC-102,Night,PRD-B200,4192,4055,137,44,480,5.99
PR-2026-000847,2026-03-12,Plant-01,Line-B,MC-201,Day,PRD-C300,7168,7068,100,26,480,3.49
PR-2026-000848,2026-03-12,Plant-01,Line-B,MC-201,Evening,PRD-C300,6948,6708,240,30,480,3.7
PR-2026-000849,2026-03-12,Plant-01,Line-B,MC-201,Night,PRD-C300,7582,7373,209,15,480,3.49
PR-2026-000850,2026-03-12,Plant-01,Line-B,MC-202,Day,PRD-D400,2852,2787,65,27,480,8.01
PR-2026-000851,2026-03-12,Plant-01,Line-B,MC-202,Evening,PRD-D400,2807,2778,29,600,480,7.87
PR-2026-000852,2026-03-12,Plant-01,Line-B,MC-202,Night,PRD-D400,2885,2800,85,32,480,8.4
PR-2026-000853,2026-03-13,Plant-01,Line-A,MC-101,Day,PRD-A100,5146,5010,136,52,480,4.67
PR-2026-000854,2026-03-13,Plant-01,Line-A,MC-101,Evening,PRD-A100,4985,4871,114,10,480,4.78
PR-2026-000855,2026-03-13,Plant-01,Line-A,MC-101,Night,PRD-A100,4588,4516,72,63,480,4.94
PR-2026-000856,2026-03-13,Plant-01,Line-A,MC-102,Day,PRD-B200,3855,3802,53,44,480,6.37
PR-2026-000857,2026-03-13,Plant-01,Line-A,MC-102,Evening,PRD-B200,3530,3475,55,39,480,6.4
PR-2026-000858,2026-03-13,Plant-01,Line-A,MC-102,Night,PRD-B200,3786,3650,136,34,480,6.02
PR-2026-000859,2026-03-13,Plant-01,Line-B,MC-201,Day,PRD-C300,7437,7168,269,18,480,3.5
PR-2026-000860,2026-03-13,Plant-01,Line-B,MC-201,Evening,PRD-C300,7157,6900,257,6,480,3.59
PR-2026-000861,2026-03-13,Plant-01,Line-B,MC-201,Night,PRD-C300,6911,6823,88,31,480,3.59
PR-2026-000862,2026-03-13,Plant-01,Line-B,MC-202,Day,PRD-D400,2802,2732,70,54,480,7.84
PR-2026-000863,2026-03-13,Plant-01,Line-B,MC-202,Evening,PRD-D400,2878,2797,81,39,480,7.96
PR-2026-000864,2026-03-13,Plant-01,Line-B,MC-202,Night,PRD-D400,3105,3067,38,37,480,7.7
PR-2026-000865,2026-03-14,Plant-01,Line-A,MC-101,Day,PRD-A100,4648,4605,43,59,480,4.93
PR-2026-000866,2026-03-14,Plant-01,Line-A,MC-101,Evening,PRD-A100,5099,5045,54,50,480,4.65
PR-2026-000867,2026-03-14,Plant-01,Line-A,MC-101,Night,PRD-A100,5325,5127,198,24,480,4.94
PR-2026-000868,2026-03-14,Plant-01,Line-A,MC-102,Day,PRD-B200,3852,3728,124,54,480,5.97
PR-2026-000869,2026-03-14,Plant-01,Line-A,MC-102,Evening,PRD-B200,3432,3396,36,46,480,6.4
PR-2026-000870,2026-03-14,Plant-01,Line-A,MC-102,Night,PRD-B200,3509,3433,76,63,480,6.28
PR-2026-000871,2026-03-14,Plant-01,Line-B,MC-201,Day,PRD-C300,6838,6704,134,29,480,3.59
PR-2026-000872,2026-03-14,Plant-01,Line-B,MC-201,Evening,PRD-C300,7000,6841,159,24,480,3.55
PR-2026-000873,2026-03-14,Plant-01,Line-B,MC-201,Night,PRD-C300,6993,6809,184,14,480,3.68
PR-2026-000874,2026-03-14,Plant-01,Line-B,MC-202,Day,PRD-D400,2804,2697,107,23,480,8.4
PR-2026-000875,2026-03-14,Plant-01,Line-B,MC-202,Evening,PRD-D400,2983,2918,65,61,480,7.84
PR-2026-000876,2026-03-14,Plant-01,Line-B,MC-202,Night,PRD-D400,3093,3034,59,8,480,8.41
PR-2026-000877,2026-03-15,Plant-01,Line-A,MC-101,Day,PRD-A100,4843,4818,25,27,480,4.84
PR-2026-000878,2026-03-15,Plant-01,Line-A,MC-101,Evening,PRD-A100,5211,5064,147,55,480,4.73
PR-2026-000879,2026-03-15,Plant-01,Line-A,MC-101,Night,PRD-A100,4786,4648,138,35,480,5.03
PR-2026-000880,2026-03-15,Plant-01,Line-A,MC-102,Day,PRD-B200,3717,3635,82,26,480,6.51
PR-2026-000881,2026-03-15,Plant-01,Line-A,MC-102,Evening,PRD-B200,4021,3941,80,31,480,6.21
PR-2026-000882,2026-03-15,Plant-01,Line-A,MC-102,Night,PRD-B200,4497,4453,44,1,480,6.05
PR-2026-000883,2026-03-15,Plant-01,Line-B,MC-201,Day,PRD-C300,7369,7159,210,6,480,3.58
PR-2026-000884,2026-03-15,Plant-01,Line-B,MC-201,Evening,PRD-C300,6025,5908,117,59,480,3.59
PR-2026-000885,2026-03-15,Plant-01,Line-B,MC-201,Night,PRD-C300,7027,6804,223,38,480,3.49
PR-2026-000886,2026-03-15,Plant-01,Line-B,MC-202,Day,PRD-D400,2960,2849,111,33,480,8.35
PR-2026-000887,2026-03-15,Plant-01,Line-B,MC-202,Evening,PRD-D400,2784,2753,31,23,480,8.39
PR-2026-000888,2026-03-15,Plant-01,Line-B,MC-202,Night,PRD-D400,2984,2914,70,41,480,8.12
PR-2026-000889,2026-03-16,Plant-01,Line-A,MC-101,Day,PRD-A100,4903,4795,108,50,480,4.98
PR-2026-000890,2026-03-16,Plant-01,Line-A,MC-101,Evening,PRD-A100,5033,4880,153,39,480,4.91
PR-2026-000891,2026-03-16,Plant-01,Line-A,MC-101,Night,PRD-A100,5380,5209,171,18,480,4.73
PR-2026-000892,2026-03-16,Plant-01,Line-A,MC-102,Day,PRD-B200,3487,3385,102,47,480,6.36
PR-2026-000893,2026-03-16,Plant-01,Line-A,MC-102,Evening,PRD-B200,3969,3901,68,29,480,6.22
PR-2026-000894,2026-03-16,Plant-01,Line-A,MC-102,Night,PRD-B200,3302,3202,100,61,480,6.47
PR-2026-000895,2026-03-16,Plant-01,Line-B,MC-201,Day,PRD-C300,7065,6991,74,29,480,3.58
PR-2026-000896,2026-03-16,Plant-01,Line-B,MC-201,Evening,PRD-C300,6890,6659,231,9,480,3.55
PR-2026-000897,2026-03-16,Plant-01,Line-B,MC-201,Night,PRD-C300,6229,6186,43,65,480,3.39
PR-2026-000898,2026-03-16,Plant-01,Line-B,MC-202,Day,PRD-D400,2743,2697,46,45,480,8.11
PR-2026-000899,2026-03-16,Plant-01,Line-B,MC-202,Evening,PRD-D400,3091,2980,111,17,480,7.96
PR-2026-000900,2026-03-16,Plant-01,Line-B,MC-202,Night,PRD-D400,2840,2826,14,41,480,8.11
PR-2026-000901,2026-03-17,Plant-01,Line-A,MC-101,Day,PRD-A100,5316,5232,84,39,480,4.72
PR-2026-000902,2026-03-17,Plant-01,Line-A,MC-101,Evening,PRD-A100,4813,4765,48,15,480,4.92
PR-2026-000903,2026-03-17,Plant-01,Line-A,MC-101,Night,PRD-A100,5166,4984,182,60,480,4.65
PR-2026-000904,2026-03-17,Plant-01,Line-A,MC-102,Day,PRD-B200,4174,4118,56,4,480,6
PR-2026-000905,2026-03-17,Plant-01,Line-A,MC-102,Evening,PRD-B200,3603,3480,123,46,480,6.26
PR-2026-000906,2026-03-17,Plant-01,Line-A,MC-102,Night,PRD-B200,4213,4128,85,6,480,6.16
PR-2026-000907,2026-03-17,Plant-01,Line-B,MC-201,Day,PRD-C300,7057,7012,45,52,480,3.42
PR-2026-000908,2026-03-17,Plant-01,Line-B,MC-201,Evening,PRD-C300,7374,7179,195,21,480,3.38
PR-2026-000909,2026-03-17,Plant-01,Line-B,MC-201,Night,PRD-C300,6530,6495,35,61,480,3.41
PR-2026-000910,2026-03-17,Plant-01,Line-B,MC-202,Day,PRD-D400,2589,2508,81,57,480,8.45
PR-2026-000911,2026-03-17,Plant-01,Line-B,MC-202,Evening,PRD-D400,2781,2724,57,59,480,7.82
PR-2026-000912,2026-03-17,Plant-01,Line-B,MC-202,Night,PRD-D400,3265,3247,18,16,480,8.22
PR-2026-000913,2026-03-18,Plant-01,Line-A,MC-101,Day,PRD-A100,5151,5111,40,35,480,4.71
PR-2026-000914,2026-03-18,Plant-01,Line-A,MC-101,Evening,PRD-A100,5671,5569,102,14,480,4.78
PR-2026-000915,2026-03-18,Plant-01,Line-A,MC-101,Night,PRD-A100,4990,4928,62,18,480,4.68
PR-2026-000916,2026-03-18,Plant-01,Line-A,MC-102,Day,PRD-B200,3981,3937,44,51,480,6.13
PR-2026-000917,2026-03-18,Plant-01,Line-A,MC-102,Evening,PRD-B200,3587,3496,91,47,480,6.55
PR-2026-000918,2026-03-18,Plant-01,Line-A,MC-102,Night,PRD-B200,3662,3608,54,63,480,6.35
PR-2026-000919,2026-03-18,Plant-01,Line-B,MC-201,Day,PRD-C300,6515,6429,86,33,480,3.54
PR-2026-000920,2026-03-18,Plant-01,Line-B,MC-201,Evening,PRD-C300,7093,6840,253,1,480,3.42
PR-2026-000921,2026-03-18,Plant-01,Line-B,MC-201,Night,PRD-C300,7598,7560,38,30,480,3.38
PR-2026-000922,2026-03-18,Plant-01,Line-B,MC-202,Day,PRD-D400,2982,2910,72,34,480,8.36
PR-2026-000923,2026-03-18,Plant-01,Line-B,MC-202,Evening,PRD-D400,2763,2721,42,56,480,7.78
PR-2026-000924,2026-03-18,Plant-01,Line-B,MC-202,Night,PRD-D400,3160,3077,83,31,480,7.8
PR-2026-000925,2026-03-19,Plant-01,Line-A,MC-101,Day,PRD-A100,5146,4985,161,43,480,4.93
PR-2026-000926,2026-03-19,Plant-01,Line-A,MC-101,Evening,PRD-A100,5331,5239,92,18,480,4.74
PR-2026-000927,2026-03-19,Plant-01,Line-A,MC-101,Night,PRD-A100,4580,4505,75,39,480,4.93
PR-2026-000928,2026-03-19,Plant-01,Line-A,MC-102,Day,PRD-B200,3608,3593,15,35,480,6.32
PR-2026-000929,2026-03-19,Plant-01,Line-A,MC-999,Evening,PRD-B200,3629,3569,60,58,480,6.19
PR-2026-000930,2026-03-19,Plant-01,Line-A,MC-102,Night,PRD-B200,3801,3727,74,54,480,6.49
PR-2026-000931,2026-03-19,Plant-01,Line-B,MC-201,Day,PRD-C300,6823,6699,124,53,480,3.4
PR-2026-000932,2026-03-19,Plant-01,Line-B,MC-201,Evening,PRD-C300,7509,7271,238,0,480,3.57
PR-2026-000933,2026-03-19,Plant-01,Line-B,MC-201,Night,PRD-C300,6886,6654,232,36,480,3.49
PR-2026-000934,2026-03-19,Plant-01,Line-B,MC-202,Day,PRD-D400,3069,3041,28,22,480,8.19
PR-2026-000935,2026-03-19,Plant-01,Line-B,MC-202,Evening,PRD-D400,3120,3081,39,19,480,8.21
PR-2026-000936,2026-03-19,Plant-01,Line-B,MC-202,Night,PRD-D400,2683,2591,92,60,480,8.23
PR-2026-000937,2026-03-20,Plant-01,Line-A,MC-101,Day,PRD-A100,4788,4767,21,31,480,5.08
PR-2026-000938,2026-03-20,Plant-01,Line-A,MC-101,Evening,PRD-A100,4776,4594,182,55,480,4.8
PR-2026-000939,2026-03-20,Plant-01,Line-A,MC-101,Night,PRD-A100,4418,4328,90,62,480,4.82
PR-2026-000940,2026-03-20,Plant-01,Line-A,MC-102,Day,PRD-B200,4217,4158,59,5,480,6.26
PR-2026-000941,2026-03-20,Plant-01,Line-A,MC-102,Evening,PRD-B200,3368,3289,79,53,480,6.52
PR-2026-000942,2026-03-20,Plant-01,Line-A,MC-102,Night,PRD-B200,3963,3877,86,37,480,5.96
PR-2026-000943,2026-03-20,Plant-01,Line-B,MC-201,Day,PRD-C300,7398,7341,57,37,480,3.39
PR-2026-000944,2026-03-20,Plant-01,Line-B,MC-201,Evening,PRD-C300,6746,6506,240,36,480,3.65
PR-2026-000945,2026-03-20,Plant-01,Line-B,MC-201,Night,PRD-C300,7383,7159,224,41,480,3.36
PR-2026-000946,2026-03-20,Plant-01,Line-B,MC-202,Day,PRD-D400,2804,2745,59,58,480,7.99
PR-2026-000947,2026-03-20,Plant-01,Line-B,MC-202,Evening,PRD-D400,3074,2971,103,12,480,7.8
PR-2026-000948,2026-03-20,Plant-01,Line-B,MC-202,Night,PRD-D400,2869,2835,34,35,480,8.45
PR-2026-000949,2026-03-21,Plant-01,Line-A,MC-101,Day,PRD-A100,5153,5123,30,16,480,5.07
PR-2026-000950,2026-03-21,Plant-01,Line-A,MC-101,Evening,PRD-A100,4584,4493,91,56,480,4.74
PR-2026-000951,2026-03-21,Plant-01,Line-A,MC-101,Night,PRD-A100,4886,4698,188,52,480,4.71
PR-2026-000952,2026-03-21,Plant-01,Line-A,MC-102,Day,PRD-B200,4133,4115,18,4,480,6.13
